[2024-12-01 14:45:39] warning: 	z2m: `permit_join` set to  `true` in configuration.yaml.
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:55:27] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,64,134]
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,64,134]
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,64] - 134
[2024-12-01 14:55:27] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":64}
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:55:37] debug: 	z2m: Saving state to file /config/zigbee2mqtt/state.json
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:writer: --> frame [254,5,37,54,15,252,255,254,1,229]
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,54,0,82,254,3,69,182,0,0,0,240]
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,54,0,82,254,3,69,182,0,0,0,240]
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 54 - [0] - 82
[2024-12-01 14:55:39] debug: 	zh:zstack:znp: <-- SRSP: ZDO - mgmtPermitJoinReq - {"status":0}
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,69,182,0,0,0,240]
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 5 - 182 - [0,0,0] - 240
[2024-12-01 14:55:39] debug: 	zh:zstack:znp: <-- AREQ: ZDO - mgmtPermitJoinRsp - {"srcaddr":0,"zdo":[0,null]}
[2024-12-01 14:55:39] debug: 	zh:controller: Received ZDO response: clusterId=PERMIT_JOINING_RESPONSE, status=SUCCESS, payload=undefined
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:55:39] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequestExt - {"dstaddrmode":2,"dstaddr":"0x000000000000fffd","destendpoint":242,"dstpanid":0,"srcendpoint":242,"clusterid":33,"transid":65,"options":0,"radius":30,"len":6,"data":{"type":"Buffer","data":[25,233,2,11,254,0]}}
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:writer: --> frame [254,26,36,2,2,253,255,0,0,0,0,0,0,242,0,0,242,33,0,65,0,30,6,0,25,233,2,11,254,0,67]
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,2,0,103]
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,2,0,103]
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 2 - [0] - 103
[2024-12-01 14:55:39] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequestExt - {"status":0}
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,242,65,116]
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,242,65,116]
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,242,65] - 116
[2024-12-01 14:55:39] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":242,"transid":65}
[2024-12-01 14:55:39] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: <-- [254,3,69,196,233,121,0,18,254,38,68,129,0,0,4,11,233,121,1,1,0,105,0,136,206,134,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29,47,254,38,68,129,0,0,4,11,233,121,1,1,0,102,0,172,254,134,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29,52,254,38,68,129,0,0,4,11,233,121,1,1,0,102,0,10,49,135,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29,92]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,69,196,233,121,0,18,254,38,68,129,0,0,4,11,233,121,1,1,0,105,0,136,206,134,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29,47,254,38,68,129,0,0,4,11,233,121,1,1,0,102,0,172,254,134,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29,52,254,38,68,129,0,0,4,11,233,121,1,1,0,102,0,10,49,135,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29,92]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 5 - 196 - [233,121,0] - 18
[2024-12-01 14:56:50] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd - {"dstaddr":31209,"relaycount":0,"relaylist":[]}
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext [254,38,68,129,0,0,4,11,233,121,1,1,0,105,0,136,206,134,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29,47,254,38,68,129,0,0,4,11,233,121,1,1,0,102,0,172,254,134,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29,52,254,38,68,129,0,0,4,11,233,121,1,1,0,102,0,10,49,135,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29,92]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --> parsed 38 - 2 - 4 - 129 - [0,0,4,11,233,121,1,1,0,105,0,136,206,134,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29] - 47
[2024-12-01 14:56:50] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":2820,"srcaddr":31209,"srcendpoint":1,"dstendpoint":1,"wasbroadcast":0,"linkquality":105,"securityuse":0,"timestamp":8834696,"transseqnumber":0,"len":18,"data":{"type":"Buffer","data":[8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0]}}
[2024-12-01 14:56:50] debug: 	zh:controller: Received payload: clusterID=2820, address=31209, groupID=0, endpoint=1, destinationEndpoint=1, wasBroadcast=false, linkQuality=105, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":160,"commandIdentifier":10},"payload":[{"attrId":1285,"dataType":33,"attrData":237},{"attrId":1288,"dataType":33,"attrData":0},{"attrId":1291,"dataType":41,"attrData":0}],"command":{"ID":10,"name":"report","parameters":[{"name":"attrId","type":33},{"name":"dataType","type":32},{"name":"attrData","type":1000}]}}
[2024-12-01 14:56:50] debug: 	zh:controller:endpoint: ZCL command 0xa4c13812921dddfd/1 haElectricalMeasurement.defaultRsp({"cmdId":10,"statusCode":0}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"reservedBits":0,"transactionSequenceNumber":160,"writeUndiv":false})
[2024-12-01 14:56:50] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0xa4c13812921dddfd:31209/1 (0,0,1)
[2024-12-01 14:56:50] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":31209,"destendpoint":1,"srcendpoint":1,"clusterid":2820,"transid":66,"options":0,"radius":30,"len":5,"data":{"type":"Buffer","data":[24,160,11,10,0]}}
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:writer: --> frame [254,15,36,1,233,121,1,1,4,11,66,0,30,5,24,160,11,10,0,85]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext [254,38,68,129,0,0,4,11,233,121,1,1,0,102,0,172,254,134,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29,52,254,38,68,129,0,0,4,11,233,121,1,1,0,102,0,10,49,135,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29,92]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --> parsed 38 - 2 - 4 - 129 - [0,0,4,11,233,121,1,1,0,102,0,172,254,134,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29] - 52
[2024-12-01 14:56:50] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":2820,"srcaddr":31209,"srcendpoint":1,"dstendpoint":1,"wasbroadcast":0,"linkquality":102,"securityuse":0,"timestamp":8847020,"transseqnumber":0,"len":18,"data":{"type":"Buffer","data":[8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0]}}
[2024-12-01 14:56:50] debug: 	zh:controller: Received payload: clusterID=2820, address=31209, groupID=0, endpoint=1, destinationEndpoint=1, wasBroadcast=false, linkQuality=102, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":160,"commandIdentifier":10},"payload":[{"attrId":1285,"dataType":33,"attrData":237},{"attrId":1288,"dataType":33,"attrData":0},{"attrId":1291,"dataType":41,"attrData":0}],"command":{"ID":10,"name":"report","parameters":[{"name":"attrId","type":33},{"name":"dataType","type":32},{"name":"attrData","type":1000}]}}
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext [254,38,68,129,0,0,4,11,233,121,1,1,0,102,0,10,49,135,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29,92]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --> parsed 38 - 2 - 4 - 129 - [0,0,4,11,233,121,1,1,0,102,0,10,49,135,0,0,18,8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0,233,121,29] - 92
[2024-12-01 14:56:50] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":2820,"srcaddr":31209,"srcendpoint":1,"dstendpoint":1,"wasbroadcast":0,"linkquality":102,"securityuse":0,"timestamp":8859914,"transseqnumber":0,"len":18,"data":{"type":"Buffer","data":[8,160,10,5,5,33,237,0,8,5,33,0,0,11,5,41,0,0]}}
[2024-12-01 14:56:50] debug: 	zh:controller: Received payload: clusterID=2820, address=31209, groupID=0, endpoint=1, destinationEndpoint=1, wasBroadcast=false, linkQuality=102, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":160,"commandIdentifier":10},"payload":[{"attrId":1285,"dataType":33,"attrData":237},{"attrId":1288,"dataType":33,"attrData":0},{"attrId":1291,"dataType":41,"attrData":0}],"command":{"ID":10,"name":"report","parameters":[{"name":"attrId","type":33},{"name":"dataType","type":32},{"name":"attrData","type":1000}]}}
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:56:50] debug: 	z2m: Received Zigbee message from 'Smart Plug Z1', type 'attributeReport', cluster 'haElectricalMeasurement', data '{"activePower":0,"rmsCurrent":0,"rmsVoltage":237}' from endpoint 1 with groupID 0
[2024-12-01 14:56:50] debug: 	z2m: Received Zigbee message from 'Smart Plug Z1', type 'attributeReport', cluster 'haElectricalMeasurement', data '{"activePower":0,"rmsCurrent":0,"rmsVoltage":237}' from endpoint 1 with groupID 0
[2024-12-01 14:56:50] debug: 	z2m: Received Zigbee message from 'Smart Plug Z1', type 'attributeReport', cluster 'haElectricalMeasurement', data '{"activePower":0,"rmsCurrent":0,"rmsVoltage":237}' from endpoint 1 with groupID 0
[2024-12-01 14:56:50] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Smart Plug Z1', payload '{"child_lock":"UNLOCK","countdown":0,"current":0,"energy":16.74,"indicator_mode":"off/on","linkquality":102,"power":0,"power_outage_memory":"off","state":"ON","update":{"installed_version":192,"latest_version":192,"state":"idle"},"update_available":null,"voltage":237}'
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100,254,3,68,128,0,1,66,132,254,32,68,129,0,0,2,7,233,121,1,1,0,61,0,186,72,135,0,0,12,8,161,10,0,0,37,138,6,0,0,0,0,233,121,29,179]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100,254,3,68,128,0,1,66,132,254,32,68,129,0,0,2,7,233,121,1,1,0,61,0,186,72,135,0,0,12,8,161,10,0,0,37,138,6,0,0,0,0,233,121,29,179]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:56:50] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,66,132,254,32,68,129,0,0,2,7,233,121,1,1,0,61,0,186,72,135,0,0,12,8,161,10,0,0,37,138,6,0,0,0,0,233,121,29,179]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,66] - 132
[2024-12-01 14:56:50] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":66}
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext [254,32,68,129,0,0,2,7,233,121,1,1,0,61,0,186,72,135,0,0,12,8,161,10,0,0,37,138,6,0,0,0,0,233,121,29,179]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --> parsed 32 - 2 - 4 - 129 - [0,0,2,7,233,121,1,1,0,61,0,186,72,135,0,0,12,8,161,10,0,0,37,138,6,0,0,0,0,233,121,29] - 179
[2024-12-01 14:56:50] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":1794,"srcaddr":31209,"srcendpoint":1,"dstendpoint":1,"wasbroadcast":0,"linkquality":61,"securityuse":0,"timestamp":8865978,"transseqnumber":0,"len":12,"data":{"type":"Buffer","data":[8,161,10,0,0,37,138,6,0,0,0,0]}}
[2024-12-01 14:56:50] debug: 	zh:controller: Received payload: clusterID=1794, address=31209, groupID=0, endpoint=1, destinationEndpoint=1, wasBroadcast=false, linkQuality=61, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":161,"commandIdentifier":10},"payload":[{"attrId":0,"dataType":37,"attrData":1674}],"command":{"ID":10,"name":"report","parameters":[{"name":"attrId","type":33},{"name":"dataType","type":32},{"name":"attrData","type":1000}]}}
[2024-12-01 14:56:50] debug: 	zh:controller:endpoint: ZCL command 0xa4c13812921dddfd/1 seMetering.defaultRsp({"cmdId":10,"statusCode":0}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"reservedBits":0,"transactionSequenceNumber":161,"writeUndiv":false})
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:56:50] debug: 	z2m: Received Zigbee message from 'Smart Plug Z1', type 'attributeReport', cluster 'seMetering', data '{"currentSummDelivered":1674}' from endpoint 1 with groupID 0
[2024-12-01 14:56:50] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Smart Plug Z1', payload '{"child_lock":"UNLOCK","countdown":0,"current":0,"energy":16.74,"indicator_mode":"off/on","linkquality":61,"power":0,"power_outage_memory":"off","state":"ON","update":{"installed_version":192,"latest_version":192,"state":"idle"},"update_available":null,"voltage":237}'
[2024-12-01 14:56:50] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0xa4c13812921dddfd:31209/1 (0,0,1)
[2024-12-01 14:56:50] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":31209,"destendpoint":1,"srcendpoint":1,"clusterid":1794,"transid":67,"options":0,"radius":30,"len":5,"data":{"type":"Buffer","data":[24,161,11,10,0]}}
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:writer: --> frame [254,15,36,1,233,121,1,1,2,7,67,0,30,5,24,161,11,10,0,95]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:56:50] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,67,133]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,67,133]
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,67] - 133
[2024-12-01 14:56:50] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":67}
[2024-12-01 14:56:50] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:57:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Smart Plug Z1', payload '{"child_lock":"UNLOCK","countdown":0,"current":0,"energy":16.74,"indicator_mode":"off/on","linkquality":61,"power":0,"power_outage_memory":"off","state":"ON","update":{"installed_version":192,"latest_version":192,"state":"idle"},"update_available":null,"voltage":237}'
[2024-12-01 14:57:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Smart Plug Z1', payload '{"child_lock":"UNLOCK","countdown":0,"current":0,"energy":16.74,"indicator_mode":"off/on","linkquality":61,"power":0,"power_outage_memory":"off","state":"ON","update":{"installed_version":192,"latest_version":192,"state":"idle"},"update_available":null,"voltage":237}'
[2024-12-01 14:57:05] debug: 	zh:zstack:unpi:parser: <-- [254,5,69,196,233,125,1,206,18,205]
[2024-12-01 14:57:05] debug: 	zh:zstack:unpi:parser: --- parseNext [254,5,69,196,233,125,1,206,18,205]
[2024-12-01 14:57:05] debug: 	zh:zstack:unpi:parser: --> parsed 5 - 2 - 5 - 196 - [233,125,1,206,18] - 205
[2024-12-01 14:57:05] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd - {"dstaddr":32233,"relaycount":1,"relaylist":[4814]}
[2024-12-01 14:57:05] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:57:05] debug: 	zh:zstack:unpi:parser: <-- [254,29,68,129,0,0,0,5,233,125,44,11,0,47,0,191,12,150,0,0,9,25,103,0,16,0,0,23,255,255,206,18,28,212]
[2024-12-01 14:57:05] debug: 	zh:zstack:unpi:parser: --- parseNext [254,29,68,129,0,0,0,5,233,125,44,11,0,47,0,191,12,150,0,0,9,25,103,0,16,0,0,23,255,255,206,18,28,212]
[2024-12-01 14:57:05] debug: 	zh:zstack:unpi:parser: --> parsed 29 - 2 - 4 - 129 - [0,0,0,5,233,125,44,11,0,47,0,191,12,150,0,0,9,25,103,0,16,0,0,23,255,255,206,18,28] - 212
[2024-12-01 14:57:05] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":1280,"srcaddr":32233,"srcendpoint":44,"dstendpoint":11,"wasbroadcast":0,"linkquality":47,"securityuse":0,"timestamp":9833663,"transseqnumber":0,"len":9,"data":{"type":"Buffer","data":[25,103,0,16,0,0,23,255,255]}}
[2024-12-01 14:57:05] debug: 	zh:controller: Received payload: clusterID=1280, address=32233, groupID=0, endpoint=44, destinationEndpoint=11, wasBroadcast=false, linkQuality=47, frame={"header":{"frameControl":{"frameType":1,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":true,"reservedBits":0},"transactionSequenceNumber":103,"commandIdentifier":0},"payload":{"zonestatus":16,"extendedstatus":0},"command":{"ID":0,"parameters":[{"name":"zonestatus","type":33},{"name":"extendedstatus","type":32}],"name":"statusChangeNotification"}}
[2024-12-01 14:57:05] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:57:05] debug: 	z2m: Received Zigbee message from 'Alarm Keypad', type 'commandStatusChangeNotification', cluster 'ssIasZone', data '{"extendedstatus":0,"zonestatus":16}' from endpoint 44 with groupID 0
[2024-12-01 14:57:06] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Alarm Keypad', payload '{"action":null,"action_code":null,"action_transaction":null,"action_zone":null,"battery":100,"battery_low":false,"linkquality":47,"tamper":false,"update":{"installed_version":131077,"latest_version":131077,"state":"idle"},"update_available":null,"voltage":6400}'
[2024-12-01 14:57:06] debug: 	z2m:mqtt: Received MQTT message on 'zigbee2mqtt/Alarm Keypad/set' with data '{
 "arm_mode": 
  {
   "mode": "disarm"
  }
}'
[2024-12-01 14:57:06] debug: 	z2m: Publishing 'set' 'arm_mode' to 'Alarm Keypad'
[2024-12-01 14:57:06] debug: 	zh:controller:endpoint: CommandResponse 0x0015bc0043006306/44 ssIasAce.panelStatusChanged({"panelstatus":0,"secondsremain":0,"audiblenotif":0,"alarmstatus":0}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"reservedBits":0,"writeUndiv":false})
[2024-12-01 14:57:06] debug: 	zh:controller:endpoint: Request Queue (0x0015bc0043006306/44): send panelStatusChanged request immediately (sendPolicy=undefined)
[2024-12-01 14:57:06] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x0015bc0043006306:32233/44 (0,0,1)
[2024-12-01 14:57:06] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":32233,"destendpoint":44,"srcendpoint":1,"clusterid":1281,"transid":68,"options":0,"radius":30,"len":7,"data":{"type":"Buffer","data":[25,234,4,0,0,0,0]}}
[2024-12-01 14:57:06] debug: 	zh:zstack:unpi:writer: --> frame [254,17,36,1,233,125,44,1,1,5,68,0,30,7,25,234,4,0,0,0,0,35]
[2024-12-01 14:57:06] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2024-12-01 14:57:06] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2024-12-01 14:57:06] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:57:06] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:57:06] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:57:06] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,68,130]
[2024-12-01 14:57:06] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,68,130]
[2024-12-01 14:57:06] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,68] - 130
[2024-12-01 14:57:06] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":68}
[2024-12-01 14:57:06] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:57:12] debug: 	zh:zstack:unpi:parser: <-- [254,27,68,129,0,0,1,0,9,0,1,1,0,102,0,136,48,156,0,0,7,8,89,10,33,0,32,150,233,121,28,211]
[2024-12-01 14:57:12] debug: 	zh:zstack:unpi:parser: --- parseNext [254,27,68,129,0,0,1,0,9,0,1,1,0,102,0,136,48,156,0,0,7,8,89,10,33,0,32,150,233,121,28,211]
[2024-12-01 14:57:12] debug: 	zh:zstack:unpi:parser: --> parsed 27 - 2 - 4 - 129 - [0,0,1,0,9,0,1,1,0,102,0,136,48,156,0,0,7,8,89,10,33,0,32,150,233,121,28] - 211
